draw,district,total_pop,chain,plan_dev,comp_edge,comp_polsby,nv_ldp,nv_komei,nv_ruling,nv_cdp,nv_opp_coalition_4,nv_opp_coalition_5,nv_opp_all,ldp_share,komei_share,ruling_share,ldp_v_komei,ldp_v_cdp,ruling_v_cdp,ruling_v_opp_coalition_4,ruling_v_opp_coalition_5,ruling_v_opp_all,seats_ldp_v_cdp,seats_ruling_v_cdp,seats_ruling_v_opp_coalition_4,seats_ruling_v_opp_coalition_5,seats_ruling_v_opp_all,egap_ldp_v_cdp,egap_ruling_v_cdp,egap_ruling_v_opp_coalition_4,egap_ruling_v_opp_coalition_5,egap_ruling_v_opp_all,pbias_ldp_v_cdp,pbias_ruling_v_cdp,pbias_ruling_v_opp_coalition_4,pbias_ruling_v_opp_coalition_5,pbias_ruling_v_opp_all,max_to_min,gun_split,num_mun_split,mun_split,multi,koiki_split,valid
24,10,295789, 1,0.3161,0.9130,0.06241, 48284,19472, 67756,29738, 52560, 58959, 67640,0.3411,0.13755,0.4786,0.7127,0.6189,0.6950,0.5632,0.5347,0.5004,12,12,12, 8,3,-0.274,-0.1374,-0.3927,-0.1354953,0.22327, 0.00000, 0.08333, 0.08333, 0.00000, 0.00000,1.890,1,1,1,0,2,TRUE
24,11,471918, 1,0.3161,0.9130,0.23735, 80498,26026,106524,43969, 74258, 85911,102049,0.3643,0.11777,0.4821,0.7557,0.6467,0.7078,0.5892,0.5536,0.5107,12,12,12, 8,3,-0.274,-0.1374,-0.3927,-0.1354953,0.22327, 0.00000, 0.08333, 0.08333, 0.00000, 0.00000,1.890,1,1,1,0,2,TRUE
24,12,358223, 1,0.3161,0.9130,0.45216, 52002,18304, 70307,37923, 64782, 74680, 88173,0.3090,0.10876,0.4177,0.7399,0.5784,0.6497,0.5204,0.4849,0.4436,12,12,12, 8,3,-0.274,-0.1374,-0.3927,-0.1354953,0.22327, 0.00000, 0.08333, 0.08333, 0.00000, 0.00000,1.890,1,1,1,0,2,TRUE
30, 1,559017, 1,0.3161,0.9130,0.21979, 78475,29835,108310,52171, 94444,109757,130904,0.3081,0.11715,0.4253,0.7247,0.6007,0.6750,0.5342,0.4967,0.4528,12,12,12, 8,3,-0.274,-0.1374,-0.3927,-0.1354953,0.22327, 0.00000, 0.08333, 0.08333, 0.00000, 0.00000,1.890,1,1,1,0,2,TRUE
30, 2,403022, 1,0.3161,0.9130,0.06683, 73435,19799, 93234,34513, 58079, 66161, 82712,0.3976,0.10719,0.5048,0.7877,0.6803,0.7299,0.6162,0.5849,0.5299,12,12,12, 8,3,-0.274,-0.1374,-0.3927,-0.1354953,0.22327, 0.00000, 0.08333, 0.08333, 0.00000, 0.00000,1.890,1,1,1,0,2,TRUE
30, 3,551947, 1,0.3161,0.9130,0.24043, 84867,26867,111734,51682, 87960, 98630,122933,0.3446,0.10908,0.4537,0.7596,0.6215,0.6838,0.5595,0.5312,0.4761,12,12,12, 8,3,-0.274,-0.1374,-0.3927,-0.1354953,0.22327, 0.00000, 0.08333, 0.08333, 0.00000, 0.00000,1.890,1,1,1,0,2,TRUE
30, 4,354724, 1,0.3161,0.9130,0.16258, 50116,14007, 64123,31664, 58291, 67364, 82252,0.3198,0.08938,0.4092,0.7817,0.6129,0.6695,0.5238,0.4877,0.4381,12,12,12, 8,3,-0.274,-0.1374,-0.3927,-0.1354953,0.22327, 0.00000, 0.08333, 0.08333, 0.00000, 0.00000,1.890,1,1,1,0,2,TRUE
30, 5,411214, 1,0.3161,0.9130,0.10344, 63894,22523, 86417,43801, 69956, 78292, 87840,0.3498,0.12332,0.4731,0.7394,0.5933,0.6636,0.5526,0.5247,0.4959,12,12,12, 8,3,-0.274,-0.1374,-0.3927,-0.1354953,0.22327, 0.00000, 0.08333, 0.08333, 0.00000, 0.00000,1.890,1,1,1,0,2,TRUE
30, 6,401418, 1,0.3161,0.9130,0.27699, 62483,26092, 88574,46348, 74568, 84186, 95726,0.3228,0.13479,0.4576,0.7055,0.5741,0.6565,0.5429,0.5127,0.4806,12,12,12, 8,3,-0.274,-0.1374,-0.3927,-0.1354953,0.22327, 0.00000, 0.08333, 0.08333, 0.00000, 0.00000,1.890,1,1,1,0,2,TRUE
30, 7,460653, 1,0.3161,0.9130,0.17328, 60475,23595, 84070,37800, 73349, 84863,101388,0.3060,0.11938,0.4254,0.7196,0.6155,0.6900,0.5341,0.4976,0.4533,12,12,12, 8,3,-0.274,-0.1374,-0.3927,-0.1354953,0.22327, 0.00000, 0.08333, 0.08333, 0.00000, 0.00000,1.890,1,1,1,0,2,TRUE
30, 8,479670, 1,0.3161,0.9130,0.19718, 73257,23297, 96553,46593, 77409, 87587,100582,0.3525,0.11209,0.4646,0.7588,0.6113,0.6745,0.5550,0.5244,0.4898,12,12,12, 8,3,-0.274,-0.1374,-0.3927,-0.1354953,0.22327, 0.00000, 0.08333, 0.08333, 0.00000, 0.00000,1.890,1,1,1,0,2,TRUE
30, 9,442694, 1,0.3161,0.9130,0.12250, 60923,25981, 86904,41826, 72560, 85541, 97975,0.3134,0.13365,0.4471,0.7011,0.5930,0.6751,0.5450,0.5040,0.4701,12,12,12, 8,3,-0.274,-0.1374,-0.3927,-0.1354953,0.22327, 0.00000, 0.08333, 0.08333, 0.00000, 0.00000,1.890,1,1,1,0,2,TRUE
30,10,295789, 1,0.3161,0.9130,0.06241, 48284,19472, 67756,29738, 52560, 58959, 67640,0.3411,0.13755,0.4786,0.7127,0.6189,0.6950,0.5632,0.5347,0.5004,12,12,12, 8,3,-0.274,-0.1374,-0.3927,-0.1354953,0.22327, 0.00000, 0.08333, 0.08333, 0.00000, 0.00000,1.890,1,1,1,0,2,TRUE
30,11,471918, 1,0.3161,0.9130,0.23735, 80498,26026,106524,43969, 74258, 85911,102049,0.3643,0.11777,0.4821,0.7557,0.6467,0.7078,0.5892,0.5536,0.5107,12,12,12, 8,3,-0.274,-0.1374,-0.3927,-0.1354953,0.22327, 0.00000, 0.08333, 0.08333, 0.00000, 0.00000,1.890,1,1,1,0,2,TRUE
30,12,358223, 1,0.3161,0.9130,0.45216, 52002,18304, 70307,37923, 64782, 74680, 88173,0.3090,0.10876,0.4177,0.7399,0.5784,0.6497,0.5204,0.4849,0.4436,12,12,12, 8,3,-0.274,-0.1374,-0.3927,-0.1354953,0.22327, 0.00000, 0.08333, 0.08333, 0.00000, 0.00000,1.890,1,1,1,0,2,TRUE
52, 1,330729, 1,0.3075,0.9172,0.37082, 53288,13548, 66835,34396, 56061, 62772, 77358,0.3514,0.08934,0.4408,0.7974,0.6077,0.6603,0.5438,0.5157,0.4635,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
52, 2,563015, 1,0.3075,0.9172,0.11798, 92010,29185,121195,46809, 81412, 92261,116957,0.3684,0.11685,0.4852,0.7592,0.6629,0.7214,0.5982,0.5678,0.5089,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
52, 3,440280, 1,0.3075,0.9172,0.16305, 65137,17271, 82407,42137, 75411, 87226,105507,0.3241,0.08594,0.4101,0.7906,0.6073,0.6618,0.5222,0.4858,0.4385,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
52, 4,539940, 1,0.3075,0.9172,0.13333, 79413,30965,110378,47723, 82243, 97301,112288,0.3387,0.13208,0.4708,0.7195,0.6247,0.6982,0.5730,0.5315,0.4957,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
52, 5,550277, 1,0.3075,0.9172,0.44457, 70629,28121, 98750,45653, 87664,101513,121548,0.3007,0.11972,0.4204,0.7155,0.6075,0.6840,0.5298,0.4931,0.4482,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
52, 6,479670, 1,0.3075,0.9172,0.19718, 73257,23297, 96553,46593, 77409, 87587,100582,0.3525,0.11209,0.4646,0.7588,0.6113,0.6745,0.5550,0.5244,0.4898,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
52, 7,446934, 1,0.3075,0.9172,0.26614, 62242,26122, 88364,43454, 77513, 89731,106365,0.3008,0.12623,0.4270,0.7045,0.5890,0.6705,0.5327,0.4962,0.4538,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
52, 8,299516, 1,0.3075,0.9172,0.07703, 50578,18149, 68726,30612, 51283, 58078, 66984,0.3540,0.12704,0.4811,0.7360,0.6230,0.6919,0.5727,0.5420,0.5064,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
52, 9,408692, 1,0.3075,0.9172,0.22605, 67817,26531, 94348,44893, 72005, 81722, 93550,0.3436,0.13444,0.4781,0.7188,0.6017,0.6776,0.5672,0.5359,0.5021,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
52,10,411214, 1,0.3075,0.9172,0.10344, 63894,22523, 86417,43801, 69956, 78292, 87840,0.3498,0.12332,0.4731,0.7394,0.5933,0.6636,0.5526,0.5247,0.4959,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
52,11,360962, 1,0.3075,0.9172,0.12898, 54374,22236, 76611,37554, 66182, 74838, 86542,0.3174,0.12980,0.4472,0.7098,0.5915,0.6711,0.5365,0.5058,0.4695,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
52,12,359060, 1,0.3075,0.9172,0.32881, 56070,17850, 73919,34402, 61076, 70611, 84655,0.3324,0.10582,0.4382,0.7585,0.6198,0.6824,0.5476,0.5114,0.4661,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
54, 1,330729, 1,0.3075,0.9172,0.37082, 53288,13548, 66835,34396, 56061, 62772, 77358,0.3514,0.08934,0.4408,0.7974,0.6077,0.6603,0.5438,0.5157,0.4635,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
54, 2,563015, 1,0.3075,0.9172,0.11798, 92010,29185,121195,46809, 81412, 92261,116957,0.3684,0.11685,0.4852,0.7592,0.6629,0.7214,0.5982,0.5678,0.5089,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
54, 3,440280, 1,0.3075,0.9172,0.16305, 65137,17271, 82407,42137, 75411, 87226,105507,0.3241,0.08594,0.4101,0.7906,0.6073,0.6618,0.5222,0.4858,0.4385,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
54, 4,539940, 1,0.3075,0.9172,0.13333, 79413,30965,110378,47723, 82243, 97301,112288,0.3387,0.13208,0.4708,0.7195,0.6247,0.6982,0.5730,0.5315,0.4957,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
54, 5,550277, 1,0.3075,0.9172,0.44457, 70629,28121, 98750,45653, 87664,101513,121548,0.3007,0.11972,0.4204,0.7155,0.6075,0.6840,0.5298,0.4931,0.4482,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
54, 6,479670, 1,0.3075,0.9172,0.19718, 73257,23297, 96553,46593, 77409, 87587,100582,0.3525,0.11209,0.4646,0.7588,0.6113,0.6745,0.5550,0.5244,0.4898,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
54, 7,446934, 1,0.3075,0.9172,0.26614, 62242,26122, 88364,43454, 77513, 89731,106365,0.3008,0.12623,0.4270,0.7045,0.5890,0.6705,0.5327,0.4962,0.4538,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
54, 8,299516, 1,0.3075,0.9172,0.07703, 50578,18149, 68726,30612, 51283, 58078, 66984,0.3540,0.12704,0.4811,0.7360,0.6230,0.6919,0.5727,0.5420,0.5064,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
54, 9,408692, 1,0.3075,0.9172,0.22605, 67817,26531, 94348,44893, 72005, 81722, 93550,0.3436,0.13444,0.4781,0.7188,0.6017,0.6776,0.5672,0.5359,0.5021,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
54,10,411214, 1,0.3075,0.9172,0.10344, 63894,22523, 86417,43801, 69956, 78292, 87840,0.3498,0.12332,0.4731,0.7394,0.5933,0.6636,0.5526,0.5247,0.4959,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
54,11,360962, 1,0.3075,0.9172,0.12898, 54374,22236, 76611,37554, 66182, 74838, 86542,0.3174,0.12980,0.4472,0.7098,0.5915,0.6711,0.5365,0.5058,0.4695,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
54,12,359060, 1,0.3075,0.9172,0.32881, 56070,17850, 73919,34402, 61076, 70611, 84655,0.3324,0.10582,0.4382,0.7585,0.6198,0.6824,0.5476,0.5114,0.4661,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.1919323,0.20446, 0.16667, 0.08333, 0.00000, 0.00000, 0.00000,1.880,1,1,1,0,2,TRUE
59, 1,470130, 1,0.2761,0.9160,0.15441, 68907,19084, 87992,42307, 76869, 89394,109079,0.3269,0.09055,0.4175,0.7831,0.6196,0.6753,0.5337,0.4961,0.4465,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1435487,0.29219, 0.08333, 0.16667, 0.08333, 0.00000, 0.08333,1.742,1,1,1,0,2,TRUE
59, 2,341797, 1,0.2761,0.9160,0.10029, 60431,15866, 76296,29523, 49513, 56402, 71381,0.3896,0.10229,0.4919,0.7921,0.6718,0.7211,0.6065,0.5750,0.5166,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1435487,0.29219, 0.08333, 0.16667, 0.08333, 0.00000, 0.08333,1.742,1,1,1,0,2,TRUE
59, 3,358223, 1,0.2761,0.9160,0.45216, 52002,18304, 70307,37923, 64782, 74680, 88173,0.3090,0.10876,0.4177,0.7399,0.5784,0.6497,0.5204,0.4849,0.4436,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1435487,0.29219, 0.08333, 0.16667, 0.08333, 0.00000, 0.08333,1.742,1,1,1,0,2,TRUE
59, 4,442694, 1,0.2761,0.9160,0.12250, 60923,25981, 86904,41826, 72560, 85541, 97975,0.3134,0.13365,0.4471,0.7011,0.5930,0.6751,0.5450,0.5040,0.4701,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1435487,0.29219, 0.08333, 0.16667, 0.08333, 0.00000, 0.08333,1.742,1,1,1,0,2,TRUE
59, 5,551947, 1,0.2761,0.9160,0.24043, 84867,26867,111734,51682, 87960, 98630,122933,0.3446,0.10908,0.4537,0.7596,0.6215,0.6838,0.5595,0.5312,0.4761,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1435487,0.29219, 0.08333, 0.16667, 0.08333, 0.00000, 0.08333,1.742,1,1,1,0,2,TRUE
59, 6,445975, 1,0.2761,0.9160,0.17661, 59790,23099, 82889,39686, 74296, 85440,100680,0.3062,0.11831,0.4246,0.7214,0.6011,0.6763,0.5273,0.4924,0.4515,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1435487,0.29219, 0.08333, 0.16667, 0.08333, 0.00000, 0.08333,1.742,1,1,1,0,2,TRUE
59, 7,411214, 1,0.2761,0.9160,0.10344, 63894,22523, 86417,43801, 69956, 78292, 87840,0.3498,0.12332,0.4731,0.7394,0.5933,0.6636,0.5526,0.5247,0.4959,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1435487,0.29219, 0.08333, 0.16667, 0.08333, 0.00000, 0.08333,1.742,1,1,1,0,2,TRUE
59, 8,316870, 1,0.2761,0.9160,0.20255, 53655,17866, 71522,31380, 53419, 61562, 73162,0.3502,0.11661,0.4668,0.7502,0.6310,0.6950,0.5725,0.5374,0.4943,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1435487,0.29219, 0.08333, 0.16667, 0.08333, 0.00000, 0.08333,1.742,1,1,1,0,2,TRUE
59, 9,392956, 1,0.2761,0.9160,0.30556, 53970,22343, 76314,38621, 69323, 79882, 94163,0.2977,0.12325,0.4210,0.7074,0.5830,0.6641,0.5240,0.4886,0.4476,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1435487,0.29219, 0.08333, 0.16667, 0.08333, 0.00000, 0.08333,1.742,1,1,1,0,2,TRUE
59,10,496726, 1,0.2761,0.9160,0.08552, 70416,28923, 99339,46614, 85348, 96958,113503,0.3134,0.12873,0.4421,0.7092,0.6018,0.6808,0.5379,0.5061,0.4667,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1435487,0.29219, 0.08333, 0.16667, 0.08333, 0.00000, 0.08333,1.742,1,1,1,0,2,TRUE
